EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated
101139,2016,37,Travel_Rarely,570,HR,5,Diploma,1,623,4,Male,57,2,1,Married,10968,23628,5,Y,No,17,3,2,80,1,17,2,3,6,4,2,4,No,,,,MKM,L3
101140,2016,58,Non-Travel,350,Corporate Functions,2,Diploma,1,1824,2,Male,52,3,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,6,4,5,5,No,,,,PHL,L4
101141,2016,35,Travel_Rarely,1016,Corporate Functions,5,Bachelors,1,738,2,Female,78,1,3,Single,6663,19374,1,Y,No,13,3,2,80,0,16,3,3,6,4,4,3,No,,,,TOR,L2
101142,2016,34,Travel_Rarely,690,HR,21,Diploma,1,1545,1,Male,49,2,1,Married,4732,7528,0,Y,No,21,3,3,80,0,15,2,3,5,3,3,4,Yes,2021,return to school,Voluntary,CAL,L2
101143,2016,36,Travel_Rarely,370,Corporate Functions,6,Diploma,1,263,1,Female,62,3,2,Single,12505,20910,2,Y,No,12,3,3,80,0,16,3,3,6,3,2,4,No,,,,CAL,L3
101144,2016,40,Travel_Rarely,279,Delivery,11,Diploma,1,571,2,Female,97,3,1,Married,17099,5301,2,Y,No,17,3,3,80,0,21,3,3,6,3,3,3,No,,,,CAL,L4
101145,2016,39,Travel_Frequently,457,Marketing,23,Bachelors,1,1319,2,Male,93,2,1,Married,3937,22202,0,Y,No,13,1,1,80,0,7,2,3,2,1,1,2,Yes,2018,Misconduct,Involuntary,PHL,L1
101146,2016,32,Travel_Frequently,1284,Sales,14,Doctorate,1,634,2,Male,57,3,3,Single,13465,24570,6,Y,No,11,5,4,80,0,14,1,3,3,2,3,3,Yes,2019,offered more money,Voluntary,MKM,L2
101147,2016,27,Travel_Rarely,933,HR,2,Doctorate,1,349,3,Female,91,2,1,Single,2517,8727,3,Y,Yes,11,3,3,80,0,6,4,3,2,1,1,2,Yes,2018,return to school,Voluntary,TOR,L1
101148,2016,46,Travel_Rarely,690,Corporate Functions,5,Doctorate,1,583,1,Male,81,3,2,Married,18808,16007,2,Y,No,13,3,1,80,1,26,4,2,6,2,3,3,No,,,,PHL,L5
101149,2016,26,Travel_Rarely,620,Sales,17,Diploma,1,986,3,Male,36,2,2,Single,2196,10032,2,Y,Yes,12,3,2,80,0,4,2,4,2,1,1,1,Yes,2018,retiring,Voluntary,NYC,L1
101150,2016,57,Travel_Rarely,427,Sales,2,Bachelors,1,1790,2,Male,55,3,2,Single,16262,22784,3,Y,No,21,4,3,80,1,35,0,2,6,4,5,5,No,,,,BOS,L4
101151,2016,43,Travel_Rarely,299,Product,3,Masters,1,986,3,Male,59,2,3,Married,19230,19549,1,Y,No,13,3,2,80,1,23,2,3,6,2,1,3,No,,,,VAN,L5
101152,2016,46,Travel_Rarely,806,Delivery,1,Bachelors,1,300,1,Male,86,2,3,Single,5071,24571,2,Y,No,20,3,3,80,0,20,2,2,6,5,3,2,No,,,,TOR,L2
101153,2016,31,Travel_Rarely,731,Sales,2,Bachelors,1,515,1,Male,63,1,2,Married,2174,3699,5,Y,Yes,13,3,3,80,0,12,4,3,2,2,1,2,Yes,2018,long hours,Voluntary,OTT,L1
101154,2016,40,Travel_Rarely,1417,Delivery,17,Diploma,1,505,2,Male,73,3,2,Married,16482,16661,2,Y,Yes,13,3,4,80,0,22,0,2,4,3,3,2,Yes,2020,medical issues,Voluntary,MKM,L4
101155,2016,46,Travel_Rarely,1319,Delivery,7,Doctorate,1,1334,1,Male,84,2,1,Married,10472,3281,8,Y,Yes,13,2,3,80,0,21,1,2,6,2,1,2,Yes,2022,Misconduct,Involuntary,NYC,L3
101156,2016,30,Travel_Rarely,1013,Marketing,2,Masters,1,461,4,Female,82,3,1,Single,2600,8518,4,Y,No,11,3,2,80,0,7,4,3,2,1,1,2,Yes,2018,retiring,Voluntary,CAL,L1
101157,2016,36,Travel_Rarely,1425,Sales,14,Bachelors,1,924,3,Male,68,3,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,6,3,2,4,No,,,,TOR,L2
101158,2016,45,Travel_Rarely,1234,Sales,27,Bachelors,1,686,3,Male,77,3,3,Single,3156,3246,1,Y,No,13,3,2,80,2,16,3,2,6,3,1,3,No,,,,MKM,L1
101159,2016,48,Travel_Rarely,1170,HR,7,Masters,1,1891,3,Male,74,2,2,Married,19495,13635,3,Y,No,13,3,4,80,0,28,3,3,6,3,4,3,No,,,,PHL,L5
101160,2016,40,Travel_Rarely,325,Product,12,Masters,1,1844,2,Female,98,1,3,Married,13335,3508,3,Y,No,13,3,1,80,1,20,2,3,6,6,1,4,No,,,,BOS,L3
101161,2016,40,Travel_Frequently,705,Marketing,4,Doctorate,1,1558,3,Female,92,2,3,Married,2710,11800,4,Y,Yes,12,4,3,80,1,12,3,3,2,2,2,2,Yes,2018,reallocation out of the area,Voluntary,VAN,L1
101162,2016,33,Travel_Frequently,1081,Sales,7,Masters,1,129,3,Male,80,2,1,Married,3342,6900,5,Y,No,22,5,2,80,0,9,3,3,2,2,1,2,Yes,2018,reallocation out of the area,Voluntary,VAN,L1
101163,2016,43,Travel_Rarely,1034,Sales,16,Masters,1,327,4,Female,80,3,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,6,5,1,4,No,,,,CAL,L4
101164,2016,41,Travel_Rarely,1474,Product,20,Bachelors,1,1082,2,Female,81,2,1,Married,4464,23224,5,Y,No,16,4,2,80,0,14,2,3,2,1,1,1,Yes,2018,medical issues,Voluntary,CAL,L2
101165,2016,42,Travel_Rarely,383,Sales,2,Masters,1,394,3,Male,83,2,2,Single,16292,15598,1,Y,No,16,3,2,80,0,23,2,2,6,4,1,2,No,,,,BOS,L4
101166,2016,38,Travel_Rarely,1333,Corporate Functions,1,Doctorate,1,950,4,Female,80,3,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,6,5,2,4,No,,,,BOS,L3
101167,2016,29,Travel_Rarely,251,Marketing,1,Bachelors,1,1515,1,Female,98,2,1,Single,2360,7592,5,Y,No,12,5,2,80,0,10,2,1,3,3,1,3,Yes,2019,career change,Voluntary,MKM,L1
101168,2016,48,Travel_Rarely,390,Sales,27,Masters,1,1923,4,Male,42,2,1,Single,10540,16701,3,Y,No,12,3,2,80,0,18,2,3,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,NYC,L3
101169,2016,35,Travel_Rarely,607,Sales,9,Doctorate,1,880,4,Female,66,2,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,6,5,2,6,No,,,,TOR,L3
101170,2016,41,Travel_Frequently,623,HR,21,Doctorate,1,382,3,Female,76,3,2,Single,13538,14825,4,Y,Yes,14,3,3,80,0,21,2,3,6,2,2,3,No,,,,BOS,L3
101171,2016,28,Travel_Frequently,945,Sales,16,Masters,1,356,2,Male,82,2,3,Married,2451,14860,1,Y,Yes,13,5,3,80,0,4,3,2,2,2,1,1,Yes,2018,offered more money,Voluntary,BOS,L1
101172,2016,38,Travel_Frequently,240,HR,2,Doctorate,1,803,1,Female,75,4,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,6,3,2,5,No,,,,PHL,L2
101173,2016,44,Travel_Rarely,812,Delivery,13,Diploma,1,1468,1,Male,70,3,3,Single,7776,14055,2,Y,No,14,3,3,80,1,11,2,3,4,3,1,2,Yes,2020,medical issues,Voluntary,TOR,L3
101174,2016,33,Travel_Rarely,918,HR,4,Doctorate,1,778,2,Male,92,1,3,Single,6342,19215,1,Y,No,12,3,2,80,0,15,3,3,6,5,3,3,No,,,,TOR,L2
101175,2016,43,Travel_Rarely,1105,HR,5,Diploma,1,976,3,Male,74,2,3,Married,10894,22648,5,Y,No,15,3,2,80,0,23,2,3,6,4,2,4,No,,,,PHL,L3
101176,2016,42,Travel_Frequently,662,Delivery,8,Doctorate,1,1085,2,Male,82,3,3,Married,13740,13732,7,Y,No,17,3,3,80,0,22,3,2,6,2,1,4,No,,,,BOS,L3
101177,2016,28,Travel_Rarely,804,HR,7,Masters,1,1292,2,Female,39,3,3,Divorced,3307,17282,2,Y,Yes,13,3,1,80,1,9,2,3,3,3,3,3,Yes,2019,reallocation out of the area,Voluntary,TOR,L1
101178,2016,44,Travel_Rarely,1240,Marketing,26,Bachelors,1,678,3,Male,77,3,3,Single,3140,3233,1,Y,No,13,3,2,80,2,15,3,2,6,3,1,3,No,,,,PHL,L1
101179,2016,41,Travel_Rarely,188,Delivery,6,Masters,1,478,1,Male,58,3,2,Single,9572,9619,1,Y,Yes,17,4,3,80,0,8,4,2,3,3,3,3,Yes,2019,return to school,Voluntary,NYC,L2
101180,2016,34,Travel_Frequently,942,Product,11,Masters,1,1137,3,Female,46,3,1,Single,2597,8285,1,Y,Yes,14,4,2,80,0,13,1,3,5,4,4,4,Yes,2021,unhappy,Voluntary,CAL,L1
101181,2016,27,Travel_Rarely,896,Delivery,6,Bachelors,1,521,3,Male,54,2,3,Single,5644,8340,2,Y,No,12,2,2,80,0,8,0,2,3,2,2,2,Yes,2019,Misconduct,Involuntary,VAN,L2
101182,2016,43,Travel_Rarely,477,Marketing,2,Masters,1,787,3,Female,52,2,1,Married,17323,14648,1,Y,No,14,3,3,80,1,25,2,2,6,3,4,3,No,,,,NYC,L4
101183,2016,43,Travel_Rarely,1297,Delivery,12,Masters,1,1649,2,Male,55,2,3,Married,18016,3531,0,Y,No,21,3,1,80,1,16,3,2,6,4,2,4,No,,,,TOR,L4
101184,2016,36,Travel_Rarely,381,Corporate Functions,9,Doctorate,1,1792,4,Male,56,3,1,Single,4205,4942,1,Y,No,14,4,1,80,0,9,3,1,4,1,1,3,Yes,2020,death,Voluntary,VAN,L1
101185,2016,40,Travel_Rarely,1096,Marketing,1,Doctorate,1,14,1,Male,93,3,3,Single,6018,19466,7,Y,No,11,5,1,80,0,7,0,1,2,2,1,2,Yes,2018,reallocation out of the area,Voluntary,NYC,L2
101186,2016,42,Travel_Rarely,1232,Marketing,24,Bachelors,1,184,2,Female,57,3,2,Divorced,5570,8486,0,Y,No,13,3,1,80,0,18,2,2,6,3,1,4,No,,,,NYC,L2
101187,2016,26,Travel_Rarely,920,Sales,2,Masters,1,358,2,Female,91,2,1,Single,2493,8757,3,Y,Yes,11,5,3,80,0,6,4,3,2,1,1,2,Yes,2018,retiring,Voluntary,PHL,L1
101188,2016,28,Travel_Rarely,536,Marketing,3,Doctorate,1,640,1,Male,70,1,1,Single,2182,4181,4,Y,Yes,12,4,4,80,0,8,4,2,3,3,1,3,Yes,2019,long hours,Voluntary,VAN,L1
101189,2016,45,Travel_Rarely,1474,Corporate Functions,24,Diploma,1,1238,1,Male,88,2,1,Married,4381,22987,4,Y,No,18,4,1,80,0,16,2,3,2,1,1,1,Yes,2018,medical issues,Voluntary,OTT,L2
101190,2016,34,Travel_Rarely,445,Delivery,21,Masters,1,1783,2,Female,73,2,3,Married,6011,13202,2,Y,Yes,17,2,3,80,0,10,2,3,3,2,2,2,Yes,2019,Misconduct,Involuntary,MKM,L2
101191,2016,44,Travel_Rarely,361,HR,12,Masters,1,1428,1,Male,53,2,3,Married,9893,16238,3,Y,No,11,3,1,80,0,24,1,3,3,3,2,1,Yes,2019,medical issues,Voluntary,NYC,L3
101192,2016,23,Travel_Rarely,491,Marketing,2,Doctorate,1,780,2,Female,46,2,2,Single,2201,21922,2,Y,No,14,5,3,80,0,4,3,2,2,2,1,2,Yes,2018,medical issues,Voluntary,NYC,L1
101193,2016,28,Travel_Rarely,893,Sales,17,Bachelors,1,1438,3,Female,70,3,2,Married,2414,6510,0,Y,Yes,11,3,3,80,0,3,4,2,2,1,1,1,Yes,2018,long hours,Voluntary,VAN,L1
101194,2016,39,Travel_Rarely,596,Sales,9,Diploma,1,1438,3,Male,73,3,2,Married,6226,6075,2,Y,Yes,17,5,2,80,1,10,3,2,3,2,1,3,Yes,2019,medical issues,Voluntary,NYC,L2
101195,2016,36,Travel_Rarely,683,Delivery,3,Diploma,1,80,2,Male,85,2,3,Single,6080,20097,6,Y,Yes,14,4,1,80,0,9,1,1,3,2,2,2,Yes,2019,medical issues,Voluntary,MKM,L2
101196,2016,38,Travel_Rarely,210,Sales,1,Masters,1,1124,1,Female,83,2,3,Married,12142,13570,6,Y,No,11,2,3,80,2,20,3,2,6,3,4,2,Yes,2022,Misconduct,Involuntary,NYC,L3
101197,2016,34,Travel_Rarely,621,Sales,13,Diploma,1,1003,2,Male,38,2,2,Single,3773,10070,0,Y,Yes,23,5,3,80,1,4,2,1,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,NYC,L1
101198,2016,57,Travel_Rarely,601,HR,7,Diploma,1,1358,2,Male,52,2,1,Single,10007,12022,7,Y,No,14,5,3,80,0,30,0,2,4,3,2,3,Yes,2020,career change,Voluntary,BOS,L3
101199,2016,42,Travel_Rarely,422,Delivery,1,Bachelors,1,806,4,Male,74,2,3,Divorced,13026,7097,1,Y,No,16,3,3,80,0,21,3,3,6,3,3,2,No,,,,BOS,L4
101200,2016,53,Travel_Rarely,1263,Corporate Functions,2,Doctorate,1,258,1,Male,87,2,4,Single,16028,22624,2,Y,No,14,3,3,80,0,30,2,3,6,3,1,2,No,,,,OTT,L4
101201,2016,36,Travel_Rarely,885,Sales,16,Bachelors,1,1042,3,Female,43,4,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,6,5,6,5,Yes,2022,retiring,Voluntary,BOS,L1
101202,2016,30,Travel_Rarely,570,Corporate Functions,23,Bachelors,1,287,3,Male,66,2,2,Single,3470,11541,0,Y,No,11,4,2,80,0,5,2,3,2,2,1,2,Yes,2018,offered more money,Voluntary,CAL,L1
101203,2016,34,Travel_Rarely,216,Product,1,Masters,1,1047,2,Male,75,4,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,6,1,1,4,No,,,,PHL,L2
101204,2016,25,Travel_Rarely,885,Sales,2,Masters,1,383,2,Female,93,2,1,Single,2425,8840,3,Y,Yes,11,4,3,80,0,5,4,3,2,1,1,2,Yes,2018,long hours,Voluntary,OTT,L1
101205,2016,32,Travel_Rarely,947,HR,7,Masters,1,928,3,Male,74,2,3,Married,5273,22858,1,Y,No,19,4,1,80,0,9,3,3,4,2,1,1,Yes,2020,retiring,Voluntary,VAN,L2
101206,2016,53,Travel_Frequently,124,Delivery,2,Diploma,1,1050,3,Female,38,2,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,6,3,3,5,No,,,,MKM,L3
101207,2016,46,Travel_Rarely,958,Sales,18,Doctorate,1,789,2,Female,79,2,2,Married,14134,4242,2,Y,No,14,3,3,80,1,23,2,3,6,4,1,3,No,,,,OTT,L4
101208,2016,25,Travel_Rarely,170,HR,14,Masters,1,1366,3,Female,49,2,3,Single,2464,25567,1,Y,No,15,3,3,80,0,6,2,2,3,1,2,2,Yes,2019,retiring,Voluntary,TOR,L1
101209,2016,25,Travel_Rarely,1283,Sales,1,Doctorate,1,516,1,Female,58,3,1,Married,3119,21894,2,Y,Yes,16,3,1,80,0,7,3,3,2,2,1,2,Yes,2018,return to school,Voluntary,PHL,L1
101210,2016,36,Travel_Rarely,942,Corporate Functions,11,Masters,1,1605,3,Female,42,2,3,Divorced,4678,10296,3,Y,No,22,3,1,80,0,12,2,3,4,3,2,3,Yes,2020,long hours,Voluntary,NYC,L2
101211,2016,34,Travel_Rarely,395,Product,5,Bachelors,1,215,2,Female,57,2,1,Married,3029,21636,3,Y,Yes,18,5,1,80,0,7,1,3,2,2,1,2,Yes,2018,medical issues,Voluntary,NYC,L1
101212,2016,38,Travel_Rarely,1104,HR,10,Doctorate,1,1448,2,Female,58,2,3,Divorced,4930,9991,5,Y,No,18,5,1,80,0,10,2,3,3,3,2,2,Yes,2019,unhappy,Voluntary,VAN,L2
101213,2016,46,Travel_Rarely,1003,HR,8,Masters,1,1080,4,Female,74,2,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,6,5,1,3,No,,,,TOR,L2
101214,2016,54,Travel_Rarely,861,Sales,5,Masters,1,803,3,Female,85,3,1,Divorced,13481,18035,6,Y,Yes,11,3,3,80,2,35,0,2,6,3,2,3,No,,,,MKM,L4
101215,2016,28,Non-Travel,1366,Corporate Functions,24,Diploma,1,1082,2,Male,72,2,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,4,3,1,4,Yes,2020,long hours,Voluntary,PHL,L3
101216,2016,46,Travel_Rarely,793,Delivery,2,Masters,1,1016,3,Male,91,1,3,Divorced,19551,18709,2,Y,No,14,3,2,80,0,28,2,3,6,3,1,3,No,,,,CAL,L5
101217,2016,46,Travel_Rarely,1164,Sales,2,Diploma,1,293,1,Male,60,2,3,Single,16984,20596,7,Y,No,21,3,4,80,1,21,1,2,6,3,3,3,No,,,,PHL,L4
101218,2016,28,Travel_Rarely,302,Sales,18,Diploma,1,1583,2,Female,63,2,1,Married,2396,7385,2,Y,Yes,15,3,3,80,2,3,2,2,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,CAL,L1
101219,2016,55,Travel_Frequently,1314,Product,23,Diploma,1,1315,3,Female,69,2,2,Married,13450,18325,3,Y,No,13,3,1,80,0,32,0,3,6,6,5,3,No,,,,MKM,L4
101220,2016,40,Travel_Rarely,896,Marketing,13,Masters,1,432,2,Female,66,2,3,Married,9326,13191,1,Y,No,14,4,3,80,0,9,2,2,4,3,2,3,Yes,2020,retiring,Voluntary,PHL,L3
101221,2016,53,Travel_Rarely,528,Sales,2,Masters,1,894,2,Male,69,2,2,Married,19853,23185,3,Y,Yes,13,1,4,80,1,27,2,3,6,3,2,3,Yes,2022,Misconduct,Involuntary,NYC,L5
101222,2016,48,Travel_Rarely,1355,Corporate Functions,4,Doctorate,1,1024,3,Male,78,2,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,6,4,2,3,No,,,,VAN,L3
101223,2016,51,Travel_Frequently,1021,HR,5,Bachelors,1,1306,1,Male,64,3,2,Married,8469,21557,8,Y,No,18,5,2,80,0,10,2,2,3,3,3,3,Yes,2019,retiring,Voluntary,BOS,L3
101224,2016,38,Travel_Rarely,1307,Sales,7,Bachelors,1,1621,1,Male,74,3,1,Single,2168,3341,2,Y,Yes,13,5,1,80,0,9,3,1,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,TOR,L1
101225,2016,40,Travel_Rarely,1298,Marketing,19,Bachelors,1,256,2,Female,68,3,2,Married,3065,21772,1,Y,Yes,21,4,3,80,0,4,4,1,2,2,1,1,Yes,2018,reallocation out of the area,Voluntary,OTT,L1
101226,2016,31,Travel_Frequently,972,Corporate Functions,1,Diploma,1,504,2,Male,87,2,2,Divorced,2069,19877,1,Y,Yes,14,4,3,80,0,6,1,1,2,1,1,2,Yes,2018,return to school,Voluntary,TOR,L1
101227,2016,27,Travel_Frequently,1129,HR,6,Bachelors,1,774,3,Female,45,2,1,Single,4869,3087,4,Y,Yes,15,4,2,80,0,6,2,2,2,2,1,2,Yes,2018,return to school,Voluntary,VAN,L1
101228,2016,38,Travel_Rarely,119,Corporate Functions,3,Bachelors,1,307,1,Male,76,3,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,6,4,2,5,No,,,,VAN,L3
101229,2016,55,Travel_Rarely,1495,Marketing,27,Diploma,1,758,3,Female,77,2,1,Single,10413,2981,3,Y,No,19,3,3,80,0,19,4,3,6,4,4,4,No,,,,VAN,L3
101230,2016,53,Travel_Rarely,1376,Product,2,Masters,1,981,3,Male,45,3,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,6,5,6,1,No,,,,BOS,L4
101231,2016,37,Travel_Rarely,1316,HR,6,Masters,1,1524,1,Male,71,3,1,Single,2081,3354,2,Y,Yes,15,3,2,80,0,8,2,1,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,MKM,L1
101232,2016,35,Travel_Rarely,683,Delivery,20,Masters,1,1536,2,Male,63,2,2,Single,8633,18106,2,Y,Yes,12,3,2,80,1,9,2,3,2,1,1,1,Yes,2018,return to school,Voluntary,OTT,L3
101233,2016,31,Travel_Rarely,553,Delivery,3,Bachelors,1,1548,4,Male,34,3,2,Single,4089,4190,1,Y,No,12,3,1,80,0,7,2,1,3,1,3,3,Yes,2019,offered more money,Voluntary,VAN,L1
101234,2016,40,Travel_Rarely,359,HR,7,Bachelors,1,1094,3,Male,56,3,1,Married,4618,3098,1,Y,No,13,3,2,80,0,17,2,3,6,4,1,5,No,,,,VAN,L1
101235,2016,36,Travel_Rarely,1107,Product,15,Masters,1,565,3,Male,94,3,1,Divorced,2990,26918,1,Y,No,12,3,2,80,1,17,1,2,6,3,4,6,No,,,,PHL,L1
101236,2016,33,Travel_Rarely,1102,Marketing,14,Bachelors,1,973,4,Female,63,3,3,Married,4664,23627,4,Y,No,14,1,3,80,0,5,1,2,2,1,1,1,Yes,2018,Misconduct,Involuntary,PHL,L2
101237,2016,34,Travel_Rarely,767,Product,22,Masters,1,1413,1,Male,47,2,2,Single,4639,7822,1,Y,No,21,3,2,80,0,14,2,3,5,3,3,3,Yes,2021,long hours,Voluntary,CAL,L2
101238,2016,41,Travel_Rarely,838,Delivery,6,Diploma,1,1036,1,Male,39,2,2,Single,2392,10327,4,Y,Yes,16,3,2,80,1,11,1,3,3,1,1,2,Yes,2019,offered more money,Voluntary,MKM,L1
101239,2016,38,Travel_Rarely,934,Delivery,7,Masters,1,846,2,Female,60,1,3,Single,2726,17852,4,Y,Yes,13,5,2,80,0,9,1,2,2,2,1,1,Yes,2018,unhappy,Voluntary,BOS,L1
101240,2016,33,Travel_Rarely,881,HR,10,Diploma,1,492,1,Male,40,2,1,Married,4031,10168,4,Y,Yes,22,5,2,80,0,8,2,2,2,2,1,2,Yes,2018,unhappy,Voluntary,PHL,L1
101241,2016,35,Travel_Rarely,583,Corporate Functions,25,Doctorate,1,1014,3,Female,57,3,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,6,4,4,1,No,,,,CAL,L3
101242,2016,44,Travel_Rarely,838,Product,5,Masters,1,1836,1,Male,80,2,2,Married,19412,22533,6,Y,No,13,3,3,80,0,21,2,3,6,4,2,5,No,,,,MKM,L5
101243,2016,48,Travel_Rarely,1164,Marketing,10,Diploma,1,871,2,Male,43,2,3,Married,7744,5836,1,Y,Yes,17,5,1,80,1,9,3,3,4,3,3,3,Yes,2020,retiring,Voluntary,BOS,L2
101244,2016,42,Travel_Rarely,997,Product,15,Masters,1,373,3,Male,80,3,3,Married,16079,7790,4,Y,No,21,3,3,80,0,21,3,3,6,5,1,3,No,,,,CAL,L4
101245,2016,44,Travel_Rarely,894,Product,1,Doctorate,1,28,1,Male,95,2,3,Married,5726,19398,8,Y,Yes,11,4,2,80,0,14,0,1,2,1,1,1,Yes,2018,reallocation out of the area,Voluntary,VAN,L2
101246,2016,31,Travel_Rarely,349,Delivery,7,Masters,1,1514,2,Male,71,2,2,Married,9407,25820,5,Y,No,14,5,3,80,0,7,3,2,2,1,1,2,Yes,2018,career change,Voluntary,PHL,L2
101247,2016,46,Travel_Rarely,681,Sales,4,Bachelors,1,296,3,Male,63,3,3,Divorced,19461,16357,1,Y,No,12,3,2,80,0,23,3,3,6,1,1,2,No,,,,BOS,L5
101248,2016,48,Travel_Rarely,1212,Delivery,5,Bachelors,1,1240,3,Male,69,3,2,Married,18871,18110,2,Y,No,16,3,2,80,1,26,5,2,6,3,3,4,No,,,,PHL,L5
101249,2016,45,Travel_Rarely,320,Product,20,Diploma,1,1565,3,Male,33,3,1,Divorced,16067,22158,3,Y,No,13,3,2,80,0,23,1,3,6,3,4,5,No,,,,MKM,L4
101250,2016,42,Travel_Frequently,492,Corporate Functions,22,Doctorate,1,351,3,Female,72,3,1,Married,13476,14898,4,Y,No,14,3,3,80,0,21,2,4,6,2,2,3,No,,,,CAL,L3
101251,2016,49,Travel_Rarely,696,Corporate Functions,11,Doctorate,1,657,2,Female,73,2,2,Divorced,19204,22908,2,Y,No,15,3,3,80,0,27,2,2,6,2,1,2,No,,,,CAL,L5
101252,2016,45,Travel_Rarely,478,Corporate Functions,4,Bachelors,1,217,2,Male,82,2,2,Married,5005,24697,1,Y,No,24,4,3,80,0,15,3,3,6,5,3,3,No,,,,PHL,L2
101253,2016,40,Travel_Rarely,981,Delivery,11,Diploma,1,654,2,Male,48,3,2,Married,15289,24959,7,Y,No,12,4,4,80,0,22,2,3,5,3,3,3,Yes,2021,long hours,Voluntary,MKM,L3
101254,2016,34,Travel_Rarely,723,Product,2,Doctorate,1,1564,3,Male,48,2,2,Married,10440,23940,2,Y,Yes,19,3,3,80,1,16,2,3,6,4,2,3,No,,,,CAL,L3
101255,2016,38,Travel_Rarely,956,Sales,6,Diploma,1,858,2,Male,59,1,3,Single,2733,17834,4,Y,Yes,13,5,2,80,0,9,1,2,3,3,1,1,Yes,2019,return to school,Voluntary,VAN,L1
101256,2016,41,Travel_Rarely,393,HR,13,Bachelors,1,1752,2,Male,97,1,3,Married,13405,3580,3,Y,No,13,3,1,80,1,20,2,3,6,5,1,4,No,,,,PHL,L3
101257,2016,40,Travel_Rarely,529,Marketing,22,Bachelors,1,524,2,Female,73,2,2,Married,6025,6028,2,Y,No,12,3,1,80,2,7,5,3,2,2,1,1,Yes,2018,retiring,Voluntary,VAN,L2
101258,2016,33,Travel_Rarely,854,Product,14,Diploma,1,319,2,Female,58,3,3,Married,2490,22116,4,Y,Yes,13,5,3,80,0,7,2,1,2,2,1,2,Yes,2018,offered more money,Voluntary,BOS,L1
101259,2016,32,Travel_Frequently,1081,Sales,7,Doctorate,1,1317,3,Male,78,2,3,Single,4896,22826,1,Y,No,17,3,1,80,1,9,2,2,4,2,1,1,Yes,2020,return to school,Voluntary,BOS,L2
101260,2016,36,Travel_Frequently,1113,Corporate Functions,4,Diploma,1,446,1,Male,79,3,1,Married,5246,20242,1,Y,Yes,17,3,1,80,1,17,2,3,6,3,3,4,No,,,,MKM,L2
101261,2016,34,Travel_Rarely,738,Marketing,2,Masters,1,1654,3,Male,48,2,3,Married,10436,23958,2,Y,Yes,19,3,3,80,1,15,2,3,6,4,2,3,No,,,,CAL,L3
101262,2016,56,Travel_Rarely,1496,Sales,27,Doctorate,1,724,3,Female,78,2,1,Married,10386,2955,3,Y,No,19,3,3,80,0,20,4,3,6,4,4,4,No,,,,BOS,L3
101263,2016,31,Travel_Rarely,1001,Sales,4,Diploma,1,297,2,Female,83,3,1,Married,2993,16785,1,Y,Yes,11,3,2,80,0,6,2,3,2,1,1,1,Yes,2018,medical issues,Voluntary,NYC,L1
101264,2016,39,Travel_Rarely,515,Marketing,9,Diploma,1,1317,2,Female,79,3,3,Married,13542,14083,7,Y,No,18,3,2,80,0,19,2,2,6,3,1,5,No,,,,TOR,L3
101265,2016,37,Travel_Frequently,288,Product,11,Doctorate,1,1410,2,Female,74,3,2,Divorced,2240,11308,2,Y,No,11,5,2,80,1,6,2,2,2,1,1,1,Yes,2018,retiring,Voluntary,VAN,L1
101266,2016,42,Travel_Rarely,454,Corporate Functions,13,Masters,1,1816,2,Male,78,2,1,Single,13289,24926,0,Y,Yes,13,3,1,80,0,23,2,2,6,3,3,3,No,,,,TOR,L4
